lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,c1_mu.1,c1_mu.2,c2_mu.1,c2_mu.2,z_mu.1,z_mu.2,c1_r.1,c1_r.2,c2_r.1,c2_r.2,z_r.1,z_r.2,A_mu.1.1.1,A_mu.2.1.1,A_mu.1.2.1,A_mu.2.2.1,A_mu.1.1.2,A_mu.2.1.2,A_mu.1.2.2,A_mu.2.2.2,A_r.1.1.1,A_r.2.1.1,A_r.1.2.1,A_r.2.2.1,A_r.1.1.2,A_r.2.1.2,A_r.1.2.2,A_r.2.2.2,MU.1.1.1,MU.2.1.1,MU.1.2.1,MU.2.2.1,MU.1.1.2,MU.2.1.2,MU.1.2.2,MU.2.2.2,R.1.1.1,R.2.1.1,R.1.2.1,R.2.2.1,R.1.1.2,R.2.1.2,R.1.2.2,R.2.2.2,mu_t.1,mu_t.2,mu_s.1,mu_s.2,r_t.1,r_t.2,r_s.1,r_s.2
# Adaptation terminated
# Step size = 0.187433
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2793,0.732508,0.187433,4,15,0,-2790.05,3.76087,8.8808,18.0158,5.3538,1.93153,-0.854628,1.31255,2.08356,0.220503,4.38946,0.348805,2.22968,1.9393,2.98007,1.93153,-0.854628,0,0,4.2445,2.31383,1.14567,1.44346,0.348805,2.22968,0,0,0.469577,2.0951,37.6087,88.808,47.524,76.1968,47.524,76.1968,78.0693,70.7303,1.31255,2.08356,1.37156,2.9944,1.37156,2.9944,1.45528,4.74237,37.6087,88.808,78.0693,70.7303,1.31255,2.08356,1.45528,4.74237
2804.42,0.997039,0.187433,4,15,0,-2789.73,6.4988,10.1727,0.557961,5.46888,1.15103,1.21219,6.61572,4.0407,6.59812,2.89444,-1.51557,-0.967985,2.54927,3.18946,1.15103,1.21219,0,0,0.746968,2.33856,2.5721,2.01015,-1.51557,-0.967985,0,0,2.56868,1.7013,64.988,101.727,70.9321,108.733,70.9321,108.733,77.9778,121.69,6.61572,4.0407,5.0435,3.21803,5.0435,3.21803,4.50473,2.8523,64.988,101.727,77.9778,121.69,6.61572,4.0407,4.50473,2.8523
2804.61,0.911414,0.187433,4,15,0,-2800.59,8.15434,6.14203,1.0571,4.03919,0.9808,1.44591,3.78305,2.71153,7.63034,1.86633,-1.47388,-1.06162,2.85558,2.47831,0.9808,1.44591,0,0,1.02815,2.00977,1.94501,1.64667,-1.47388,-1.06162,0,0,2.76231,1.36614,81.5434,61.4203,86.2157,69.6002,86.2157,69.6002,92.2127,82.9087,3.78305,2.71153,2.68238,2.01957,2.68238,2.01957,2.66499,1.69083,81.5434,61.4203,92.2127,82.9087,3.78305,2.71153,2.66499,1.69083
2803.39,0.875586,0.187433,4,31,0,-2799.52,11.1067,8.36729,1.04574,4.35252,1.62974,1.49014,3.16753,12.0335,4.6052,1.75334,-0.905087,-0.497082,3.33267,2.89263,1.62974,1.49014,0,0,1.02261,2.08627,1.77976,3.46894,-0.905087,-0.497082,0,0,2.14597,1.32414,111.067,83.6729,122.543,93.0098,122.543,93.0098,136.25,107.741,3.16753,12.0335,2.49559,10.8707,2.49559,10.8707,2.42672,9.9956,111.067,83.6729,136.25,107.741,3.16753,12.0335,2.42672,9.9956
2805.85,0.990538,0.187433,4,15,0,-2801.34,10.9691,6.98179,4.03367,5.80613,1.2454,2.37087,3.02845,2.67274,4.47033,4.45126,0.584693,0.39172,3.31196,2.64231,1.2454,2.37087,0,0,2.0084,2.40959,1.74024,1.63485,0.584693,0.39172,0,0,2.11432,2.1098,109.691,69.8179,117.105,86.0453,117.105,86.0453,129.055,111.851,3.02845,2.67274,3.1948,2.7381,3.1948,2.7381,3.81733,3.25018,109.691,69.8179,129.055,111.851,3.02845,2.67274,3.81733,3.25018
2805.83,0.995927,0.187433,4,15,0,-2801.05,4.5619,7.92286,4.58944,3.90772,0.10801,0.795557,4.81876,1.99045,2.92634,3.09306,-1.12335,0.161265,2.13586,2.81476,0.10801,0.795557,0,0,2.1423,1.97679,2.19517,1.41083,-1.12335,0.161265,0,0,1.71066,1.75871,45.619,79.2286,44.0075,82.2441,44.0075,82.2441,47.0424,89.2821,4.81876,1.99045,3.79168,1.96025,3.79168,1.96025,3.27615,2.23982,45.619,79.2286,47.0424,89.2821,4.81876,1.99045,3.27615,2.23982
2806.6,0.984,0.187433,3,15,0,-2799.28,9.12918,9.55552,3.73978,2.30187,0.226895,0.389047,3.38874,2.85864,6.15709,4.36091,-1.65337,-0.144317,3.02145,3.0912,0.226895,0.389047,0,0,1.93385,1.51719,1.84085,1.69075,-1.65337,-0.144317,0,0,2.48135,2.08828,91.2918,95.5552,88.7749,94.4547,88.7749,94.4547,90.0672,95.6687,3.38874,2.85864,2.25237,2.63478,2.25237,2.63478,2.11277,2.86455,91.2918,95.5552,90.0672,95.6687,3.38874,2.85864,2.11277,2.86455
2806.09,0.936687,0.187433,4,31,0,-2799.74,5.45811,9.07032,9.2473,4.75265,0.479849,1.01277,2.01799,2.74353,7.90042,4.58996,1.12962,0.242376,2.33626,3.0117,0.479849,1.01277,0,0,3.04094,2.18006,1.42056,1.65636,1.12962,0.242376,0,0,2.81077,2.14242,54.5811,90.7032,55.3252,95.6941,55.3252,95.6941,65.3268,105.712,2.01799,2.74353,2.42188,2.7297,2.42188,2.7297,3.69665,3.17493,54.5811,90.7032,65.3268,105.712,2.01799,2.74353,3.69665,3.17493
2807.9,0.959917,0.187433,4,15,0,-2801.52,6.15478,10.7597,5.70229,4.00057,1.99394,0.283423,7.79141,4.18657,7.52484,4.87538,0.116001,-0.528489,2.48088,3.2802,1.99394,0.283423,0,0,2.38795,2.00014,2.79131,2.04611,0.116001,-0.528489,0,0,2.74314,2.20803,61.5478,107.597,74.0323,105.016,74.0323,105.016,94.7514,106.497,7.79141,4.18657,7.49397,3.62977,7.49397,3.62977,7.96037,3.63457,61.5478,107.597,94.7514,106.497,7.79141,4.18657,7.96037,3.63457
# 
#  Elapsed Time: 0.01 seconds (Warm-up)
#                0.02 seconds (Sampling)
#                0.03 seconds (Total)
# 
